origin_id	chr	insert_position	LTR	insert_orientation	count	inserted_gene	refseq_id	gene_id	gene_orientation	exon_intron	nearest_gene	nearest_gene_refseq_id	nearest_gene_id	nearest_gene_orientation	nearest_gene_distance	comment	pubmed_id
PT2_Y12.9	chr6	35649004	3LTR	+	1	FKBP5	NM_001145775	2289	-	intron2					0		24968937
PT3_Y7.2	chr12	54724415	3LTR	+	1	COPZ1	NM_016057	22818	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr8	126012090	3LTR	+	1	SQLE	NM_003129	6713	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr6	29990060	3LTR	-	1	ZNRD1-AS1	NR_026751	80862	-	intron5;Flag=Last					0		24968937
PT1_Y11.4	chr22	50306790	3LTR	+	1	ALG12	NM_024105	79087	-	intron3					0		24968937
PT3_Y7.2	chr16	85951111	3LTR	-	1	IRF8	NM_002163	3394	+	intron6					0		24968937
PT1_Y0.2	chr17	37039967	3LTR	-	1	LASP1	NM_006148	3927	+	intron2					0		24968937
PT1_Y4.8	chr11	118636882	5LTR	+	1	DDX6	NM_004397	1656	-	intron5					0		24968937
PT1_Y11.4	chr18	9212791	3LTR	-	1	ANKRD12	NM_001083625	23253	+	intron5					0		24968937
PT4_Y12.2	chr5	55309350	3LTR	-	1	not found					FLJ31104	NR_102755		+	9875		24968937
PT1_Y11.4	chr17	79825667	3LTR	-	1	ARHGDIA	NM_001185078	396	-	exon6;Flag=Last					0		24968937
PT1_Y11.4	chr16	71936703	5LTR	-	1	IST1	NM_001270976	9798	+	intron2					0		24968937
PT2_Y12.9	chr7	38812538	3LTR	+	1	VPS41	NM_080631	27072	-	intron11					0		24968937
PT1_Y4.8	chr10	12164240	5LTR	+	1	DHTKD1	NM_018706	55526	+	exon17;Flag=Last					0		24968937
PT1_Y11.4	chr9	78746298	3LTR	-	1	PCSK5	NM_001190482	5125	+	intron9					0		24968937
PT1_Y11.4	chr15	39975096	3LTR	-	3	FSIP1	NM_152597	161835	-	intron10					0		24968937
PT1_Y11.4	chr15	50361227	5LTR	+	1	ATP8B4	NM_024837	79895	-	intron3					0		24968937
PT1_Y11.4	chr7	24858415	5LTR	+	1	OSBPL3	NM_015550	26031	-	intron17					0		24968937
PT1_Y11.4	chr17	73480401	3LTR	-	1	KIAA0195	NM_014738	9772	+	intron2					0		24968937
PT5_Y14.5	chr6	43567531	3LTR	-	1	POLH	NM_006502	5429	+	intron5					0		24968937
PT1_Y11.4	chr10	116242523	5LTR	+	1	ABLIM1	NM_001003407	3983	-	intron8					0		24968937
PT1_Y11.4	chr12	111861124	5LTR	-	1	SH2B3	NM_005475	10019	+	intron2					0		24968937
PT1_Y11.4	chr12	12874259	3LTR	-	1	CDKN1B	NM_004064	1027	+	exon3;Flag=Last					0		24968937
PT3_Y7.2	chr19	36141877	3LTR	-	1	COX6B1	NM_001863	1340	+	intron1;Flag=First					0		24968937
PT5_Y14.5	chr19	37820603	3LTR	+	1	not found					HKR1			+	4976		24968937
PT3_Y7.2	chr22	39804108	3LTR	-	1	TAB1	NM_153497	10454	+	intron1;Flag=First					0		24968937
PT1_Y4.8	chr4	154399679	5LTR	-	1	KIAA0922	NM_001131007	23240	+	intron3					0		24968937
PT1_Y0.2	chr11	60813127	5LTR	+	1	not found					CD6	NM_001254751	923	+	25279		24968937
PT1_Y11.4	chr2	86098493	3LTR	+	1	ST3GAL5	NM_003896	8869	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr10	42365628	3LTR	-	1	not found					LOC441666	NR_024380		-	461685		24968937
PT1_Y11.4	chr16	14304539	5LTR	+	1	MKL2	NM_014048	57496	+	intron4					0		24968937
PT1_Y11.4	chr3	15719842	5LTR	-	1	ANKRD28	NM_015199	23243	-	exon24					0		24968937
PT1_Y11.4	chr1	226090619	5LTR	-	1	not found					LEFTY1	NM_020997	10637	-	13773		24968937
PT1_Y11.4	chr15	83861252	5LTR	-	1	HDGFRP3	NM_016073	50810	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr19	10271801	3LTR	+	1	DNMT1	NM_001130823	1786	-	intron13					0		24968937
PT1_Y0.2	chr17	40507103	5LTR	-	1	STAT3	NM_139276	6774	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr8	66720962	5LTR	+	1	PDE7A	NM_001242318	5150	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr12	62959923	5LTR	-	1	MON2	NM_015026	23041	+	intron28					0		24968937
PT1_Y11.4	chr2	161334916	3LTR	-	1	RBMS1	NM_016836	5937	-	intron1;Flag=First					0		24968937
PT3_Y7.2	chr17	38793595	3LTR	+	2	SMARCE1	NM_003079	6605	-	intron5					0		24968937
PT1_Y11.4	chr2	42502067	3LTR	-	2	EML4	NM_019063	27436	+	intron6					0		24968937
PT3_Y0	chr19	17199823	3LTR	+	1	MYO9B	NM_004145	4650	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	39748189	5LTR	-	1	MACF1	NM_012090	23499	+	intron8					0		24968937
PT1_Y11.4	chr16	89384848	5LTR	+	1	ANKRD11	NM_013275	29123	-	intron2					0		24968937
PT5_Y14.5	chr5	141485741	3LTR	-	1	not found					NDFIP1	NM_030571	80762	+	2582		24968937
PT1_Y11.4	chr17	40508548	5LTR	+	1	STAT3	NM_139276	6774	-	intron1;Flag=First					0		24968937
PT5_Y14.5	chr15	51218975	3LTR	+	1	AP4E1	NM_001252127	23431	+	intron5					0		24968937
PT5_Y14.5	chr6	32950881	3LTR	-	1	not found					BRD2	NM_001199456	6046	+	1599		24968937
PT1_Y11.4	chr14	39760983	3LTR	-	2	CTAGE5	NM_203354	4253	+	intron5					0		24968937
PT1_Y11.4	chr19	30519876	3LTR	-	1	not found					URI1	NM_003796	8725	+	12357		24968937
PT1_Y0.2	chr11	246110	5LTR	-	1	PSMD13	NM_002817	5719	+	intron6					0		24968937
PT1_Y0.2	chr17	38561073	5LTR	-	1	TOP2A	NM_001067	7153	-	exon17					0		24968937
PT1_Y0.2	chr16	53300580	5LTR	+	1	CHD9	NM_025134	80205	+	intron20					0		24968937
PT1_Y11.4	chr7	13960839	5LTR	+	1	ETV1	NM_001163148	2115	-	intron8					0		24968937
PT1_Y4.8	chr2	159370503	3LTR	+	1	PKP4	NM_003628	8502	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr16	50810260	3LTR	+	1	CYLD	NM_015247	1540	+	intron8					0		24968937
PT1_Y11.4	chr1	172318820	5LTR	-	1	DNM3	NM_001136127	26052	+	intron16					0		24968937
PT1_Y11.4	chr16	14310395	3LTR	+	4	MKL2	NM_014048	57496	+	intron6					0		24968937
PT1_Y11.4	chr19	1017731	3LTR	-	1	C19ORF6	NM_033420	91304	-	intron1;Flag=First					0		24968937
PT3_Y0	chr1	8538850	3LTR	+	1	RERE	NM_001042681	473	-	intron10					0		24968937
PT1_Y0.2	chr4	107146594	5LTR	-	3	TBCK	NM_001163436	93627	-	intron19					0		24968937
PT4_Y12.2	chr20	39891370	3LTR	-	1	ZHX3	NM_015035	23051	-	intron2					0		24968937
PT1_Y4.8	chr8	17802161	3LTR	+	1	PCM1	NM_006197	5108	+	intron6					0		24968937
PT3_Y0	chr11	118313028	5LTR	+	1	MLL	NM_001197104	4297	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr6	149407304	3LTR	+	1	not found					UST	NM_005715	10090	+	9178		24968937
PT1_Y11.4	chr3	69112258	5LTR	-	1	UBA3	NM_003968	9039	-	exon9					0		24968937
PT3_Y7.2	chr17	80502949	3LTR	-	1	FOXK2	NM_004514	3607	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr21	19175189	5LTR	+	1	C21ORF91	NM_001100421	54149	-	intron2					0		24968937
PT1_Y11.4	chr6	36851291	3LTR	-	1	not found					C6orf89	NM_152734	221477	+	2348		24968937
PT5_Y14.5	chr17	40414129	3LTR	-	1	STAT5B	NM_012448	6777	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr16	12784054	5LTR	+	1	CPPED1	NM_018340	55313	-	intron3;Flag=Last					0		24968937
PT3_Y0	chr9	33963980	3LTR	+	1	UBAP2	NM_018449	55833	-	intron8					0		24968937
PT1_Y11.4	chr19	2741344	3LTR	-	1	not found					SLC39A3	NM_213568	29985	-	1270		24968937
PT1_Y11.4	chr6	135365969	3LTR	+	1	HBS1L	NM_006620	10767	-	intron2					0		24968937
PT1_Y0.2	chr12	12311516	3LTR	-	1	LRP6	NM_002336	4040	-	intron12					0		24968937
PT1_Y11.4	chr16	14304986	5LTR	+	2	MKL2	NM_014048	57496	+	intron4					0		24968937
PT1_Y11.4	chrX	153682799	5LTR	-	1	not found					FAM50A	NM_004699	9130	+	3797		24968937
PT1_Y11.4	chr6	20565473	3LTR	+	1	CDKAL1	NM_017774	54901	+	intron4					0		24968937
PT3_Y0	chr9	33838529	3LTR	+	1	UBE2R2	NM_017811	54926	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr4	78737281	5LTR	-	1	CNOT6L	NM_144571	246175	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr5	68203411	5LTR	+	1	not found					AK128486			-	60958		24968937
PT3_Y7.2	chr1	23637910	3LTR	-	1	HNRNPR	NM_005826	10236	-	intron9					0		24968937
PT1_Y11.4	chr6	12097612	3LTR	-	1	HIVEP1	NM_002114	3096	+	intron3					0		24968937
PT5_Y14.5	chr15	42049142	3LTR	+	1	MGA	NM_001080541	23269	+	intron17					0		24968937
PT1_Y0.2	chr14	35357518	3LTR	+	1	not found					BAZ1A	NM_182648	11177	-	12665		24968937
PT1_Y11.4	chr5	78949174	3LTR	+	1	PAPD4	NM_001114394	167153	+	intron10					0		24968937
PT3_Y7.2	chr2	213988491	3LTR	+	1	IKZF2	NM_001079526	22807	-	intron4					0		24968937
PT4_Y12.2	chr14	51242264	3LTR	-	1	NIN	NM_020921	51199	-	intron7					0		24968937
PT1_Y11.4	chr4	1319252	3LTR	+	1	MAEA	NM_005882	10296	+	intron3					0		24968937
PT1_Y11.4	chr12	122974739	5LTR	+	1	ZCCHC8	NM_017612	55596	-	intron4					0		24968937
PT1_Y11.4	chr1	150974678	5LTR	-	1	FAM63A	NM_018379	55793	-	exon3					0		24968937
PT1_Y0.2	chr11	66409776	3LTR	-	1	RBM14-RBM4	NM_001198845	100526737	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr2	64327625	3LTR	+	1	PELI1	NM_020651	57162	-	exon4					0		24968937
PT1_Y11.4	chr18	58523446	3LTR	+	1	not found					CDH20	NM_031891	28316	+	477541		24968937
PT1_Y11.4	chr3	49868385	5LTR	-	2	TRAIP	NM_005879	10293	-	intron11					0		24968937
PT1_Y11.4	chr1	16263305	3LTR	-	1	SPEN	NM_015001	23013	+	intron11					0		24968937
PT1_Y11.4	chr16	50818659	5LTR	-	1	CYLD	NM_015247	1540	+	intron13					0		24968937
PT1_Y0.2	chrX	123471546	5LTR	-	1	not found					SH2D1A	NM_002351	4068	+	8585		24968937
PT3_Y7.2	chr6	136604960	3LTR	+	1	BCLAF1	NM_001077440	9774	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr10	89628791	5LTR	-	1	PTEN	NM_000314	5728	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr15	52435273	3LTR	+	1	GNB5	NM_016194	10681	-	intron6					0		24968937
PT3_Y7.2	chr16	56248982	3LTR	-	1	GNAO1	NM_020988	2775	+	intron2					0		24968937
PT3_Y7.2	chr11	13703198	3LTR	+	1	FAR1	NM_032228	84188	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr15	33162703	3LTR	-	1	FMN1	NM_001103184	342184	-	intron12					0		24968937
PT3_Y7.2	chr14	68756069	3LTR	+	1	RAD51B	NM_133509	5890	+	intron7					0		24968937
PT1_Y11.4	chr7	152103525	5LTR	+	1	MLL3	NM_170606	58508	-	intron1;Flag=First					0		24968937
PT3_Y7.2	chr12	39761136	3LTR	-	1	KIF21A	NM_001173463	55605	-	intron4					0		24968937
PT1_Y11.4	chr19	16547883	5LTR	+	1	EPS15L1	NM_001258374	58513	-	intron5					0		24968937
PT4_Y12.2	chr7	64842158	5LTR	-	1	ZNF92	NM_152626	168374	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr18	13335504	3LTR	+	1	LDLRAD4	NM_181481	753	+	intron2					0		24968937
PT4_Y12.2	chr4	48115976	3LTR	+	1	TXK	NM_003328	7294	-	intron2					0		24968937
PT1_Y11.4	chr12	65582596	5LTR	+	1	LEMD3	NM_014319	23592	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr6	129958010	5LTR	+	1	ARHGAP18	NM_033515	93663	-	intron3					0		24968937
PT1_Y11.4	chr17	72751128	3LTR	+	1	SLC9A3R1	NM_004252	9368	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr6	90745668	3LTR	-	1	BACH2	NM_001170794	60468	-	intron3					0		24968937
PT5_Y14.5	chr19	10780174	3LTR	+	1	ILF3	NM_012218	3609	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr6	144651568	5LTR	+	1	UTRN	NM_007124	7402	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr1	39748285	5LTR	-	1	MACF1	NM_012090	23499	+	intron8					0		24968937
PT1_Y11.4	chr20	61547520	5LTR	+	1	DIDO1	NM_033081	11083	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr9	128634321	3LTR	+	1	PBX3	NM_006195	5090	+	intron2					0		24968937
PT1_Y0.2	chr2	205919644	3LTR	+	1	PARD3B	NM_152526	117583	+	intron4					0		24968937
PT1_Y11.4	chr15	44962782	3LTR	-	1	PATL2	NM_001145112	197135	-	intron7					0		24968937
PT1_Y0.2	chr9	225382	3LTR	-	1	DOCK8	NM_203447	81704	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr19	58292426	3LTR	-	2	not found					ZNF586	NM_001077426	54807	+	442		24968937
PT1_Y11.4	chr12	57068066	5LTR	-	1	PTGES3	NM_006601	10728	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr17	75445908	5LTR	-	1	SEPT9	NM_001113491	10801	+	intron3					0		24968937
PT1_Y11.4	chr17	57876956	5LTR	-	2	VMP1	NM_030938	81671	+	intron7					0		24968937
PT4_Y12.2	chr2	219101540	3LTR	-	1	ARPC2	NM_152862	10109	+	intron5					0		24968937
PT3_Y7.2	chr10	70093547	3LTR	-	1	HNRNPH3	NM_021644	3189	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr11	9432282	3LTR	+	1	IPO7	NM_006391	10527	+	intron4					0		24968937
PT1_Y11.4	chr2	102907183	3LTR	-	1	not found					IL1RL1	NM_003856	9173	+	20778		24968937
PT1_Y11.4	chr8	129655369	5LTR	-	1	not found					BC014119			-	81989		24968937
PT4_Y12.2	chr7	150429656	5LTR	-	1	GIMAP1-GIMAP5	NM_001199577	100527949	+	intron3					0		24968937
PT5_Y14.5	chr12	122852983	3LTR	-	1	CLIP1	NM_002956	6249	-	intron3					0		24968937
PT4_Y12.2	chr7	104875224	3LTR	+	1	SRPK2	NM_182692	6733	-	intron2					0		24968937
PT1_Y11.4	chr11	128312562	3LTR	-	1	not found					ETS1	NM_005238	2113	-	16093		24968937
PT1_Y0.2	chr3	45761239	3LTR	+	1	SACM1L	NM_014016	22908	+	intron8					0		24968937
PT3_Y7.2	chr10	106016222	3LTR	-	1	GSTO1	NM_001191003	9446	+	intron2					0		24968937
PT4_Y12.2	chr12	57466275	3LTR	+	1	TMEM194A	NM_015257	23306	-	intron2					0		24968937
PT3_Y0	chr5	171496450	3LTR	+	1	STK10	NM_005990	6793	-	intron12					0		24968937
PT1_Y11.4	chr18	61080947	3LTR	-	1	VPS4B	NM_004869	9525	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr9	131718700	3LTR	-	2	NUP188	NM_015354	23511	+	exon4					0		24968937
PT4_Y12.2	chr19	13270571	3LTR	-	1	not found					IER2	NM_004907	9592	+	4853		24968937
PT1_Y11.4	chr5	61733172	3LTR	-	1	IPO11	NM_016338	51194	+	exon2					0		24968937
PT4_Y12.2	chr13	110639972	5LTR	-	1	not found					COL4A1	NM_001845	1282	-	161337		24968937
PT3_Y7.2	chr6	32828370	5LTR	-	1	not found					PSMB9	NM_002800	5698	+	742		24968937
PT1_Y11.4	chr1	35987614	3LTR	+	2	KIAA0319L	NM_024874	79932	-	intron2					0		24968937
PT1_Y11.4	chr22	28820617	5LTR	+	1	TTC28	NM_001145418	23331	-	intron2					0		24968937
PT5_Y14.5	chr10	116303540	3LTR	+	1	ABLIM1	NM_001003407	3983	-	intron6					0		24968937
PT4_Y12.2	chr17	73388549	3LTR	+	1	GRB2	NM_203506	2885	-	intron2					0		24968937
PT1_Y0.2	chr12	28436644	3LTR	+	1	CCDC91	NM_018318	55297	+	intron2					0		24968937
PT1_Y11.4	chr19	1190295	3LTR	-	1	not found					STK11	NM_000455	6794	+	15502		24968937
PT1_Y11.4	chr11	66987043	3LTR	+	1	KDM2A	NM_012308	22992	+	intron10					0		24968937
PT1_Y11.4	chr1	52956520	3LTR	+	3	ZCCHC11	NM_015269	23318	-	intron7					0		24968937
PT1_Y0.2	chr12	51031678	3LTR	-	1	DIP2B	NM_173602	57609	+	intron2					0		24968937
PT1_Y11.4	chr6	90804099	5LTR	-	1	BACH2	NM_001170794	60468	-	intron2					0		24968937
PT1_Y11.4	chr10	112682061	3LTR	+	1	SHOC2	NM_007373	8036	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr10	69745271	3LTR	+	1	HERC4	NM_022079	26091	-	intron15					0		24968937
PT1_Y11.4	chr19	42063816	3LTR	-	1	not found					CEACAM21			+	18714		24968937
PT1_Y11.4	chr12	122998024	5LTR	-	1	RSRC2	NM_023012	65117	-	intron6					0		24968937
PT1_Y11.4	chr15	66078199	3LTR	+	1	DENND4A	NM_005848	10260	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr16	48592656	5LTR	-	1	N4BP1	NM_153029	9683	-	intron2					0		24968937
PT4_Y12.2	chr1	70696089	3LTR	+	1	SRSF11	NM_001190987	9295	+	intron3					0		24968937
PT1_Y11.4	chr6	165681829	5LTR	-	1	not found					C6orf118	NM_144980	168090	-	11323		24968937
PT1_Y11.4	chr5	55271643	3LTR	-	1	IL6ST	NM_001190981	3572	-	intron3					0		24968937
PT1_Y11.4	chrX	134686536	5LTR	-	1	DDX26B	NM_182540	203522	+	intron8					0		24968937
PT1_Y11.4	chr7	92307560	3LTR	-	1	CDK6	NM_001145306	1021	-	intron4					0		24968937
PT3_Y7.2	chr8	8196283	3LTR	+	1	SGK223	NM_001080826	157285	-	intron3					0		24968937
PT1_Y11.4	chr17	5412334	3LTR	-	1	NLRP1	NM_001033053	22861	-	intron15;Flag=Last					0		24968937
PT3_Y0	chr1	24083127	3LTR	+	1	TCEB3	NM_003198	6924	+	intron9					0		24968937
PT3_Y7.2	chr22	29912302	3LTR	+	1	THOC5	NM_003678	8563	-	intron17					0		24968937
PT5_Y14.5	chr6	108930644	3LTR	+	1	FOXO3	NM_201559	2309	+	intron2					0		24968937
PT1_Y0.2	chrX	129500712	5LTR	-	6	SLC25A14	NM_003951	9016	+	intron8					0		24968937
PT5_Y14.5	chr20	30991170	3LTR	-	1	ASXL1	NM_015338	171023	+	intron4					0		24968937
PT1_Y11.4	chr17	43235665	3LTR	+	1	not found					HEXIM2	NM_144608	124790	+	2598		24968937
PT1_Y11.4	chr17	28506777	5LTR	-	4	NSRP1	NM_032141	84081	+	intron5					0		24968937
PT1_Y11.4	chr1	160291145	5LTR	+	1	COPA	NM_004371	1314	-	intron8					0		24968937
PT3_Y7.2	chr10	64448314	3LTR	+	1	not found					ZNF365			+	16543		24968937
PT1_Y0.2	chr1	184930122	3LTR	+	1	FAM129A	NM_052966	116496	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr22	40848614	5LTR	-	4	MKL1	NM_020831	57591	-	intron4					0		24968937
PT4_Y12.2	chr5	138977164	3LTR	+	13	UBE2D2	NM_181838	7322	+	intron2					0		24968937
PT1_Y11.4	chr21	47927062	5LTR	+	1	DIP2A	NM_015151	23181	+	intron6					0		24968937
PT1_Y11.4	chr20	30180316	3LTR	+	1	not found					ID1	NM_002165	3397	+	12769		24968937
PT1_Y11.4	chr3	196543501	3LTR	+	1	PAK2	NM_002577	5062	+	intron11					0		24968937
PT1_Y11.4	chr5	31553958	3LTR	-	1	C5ORF22	NM_018356	55322	+	exon9;Flag=Last					0		24968937
PT1_Y11.4	chrX	39836132	3LTR	+	1	not found					AK123758			+	32396		24968937
PT1_Y0.2	chr11	75672478	5LTR	-	1	UVRAG	NM_003369	7405	+	intron6					0		24968937
PT1_Y11.4	chr8	141435876	3LTR	+	1	TRAPPC9	NM_031466	83696	-	intron5					0		24968937
PT5_Y14.5	chr10	120217011	3LTR	+	2	not found					FAM204A	NM_001134672	63877	-	115172		24968937
PT5_Y14.5	chr17	40417846	3LTR	+	1	STAT5B	NM_012448	6777	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr8	61594573	3LTR	-	1	CHD7	NM_017780	55636	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr17	74424884	3LTR	+	1	UBE2O	NM_022066	63893	-	intron1;Flag=First					0		24968937
PT3_Y7.2	chr7	139826967	3LTR	-	1	JHDM1D	NM_030647	80853	-	intron5					0		24968937
PT3_Y7.2	chr22	19803165	5LTR	-	1	GNB1L	NM_053004	54584	-	intron4					0		24968937
PT1_Y0.2	chr12	899991	5LTR	+	1	WNK1	NM_213655	65125	+	intron1;Flag=First					0		24968937
PT5_Y14.5	chr10	75193587	3LTR	-	1	not found					MSS51	NM_001024593	118490	-	268		24968937
PT1_Y11.4	chr16	89870049	3LTR	+	1	FANCA	NM_000135	2175	-	intron7					0		24968937
PT1_Y11.4	chr13	32705980	3LTR	+	2	FRY	NM_023037	10129	+	intron8					0		24968937
PT1_Y0.2	chr9	36195215	5LTR	-	1	CLTA	NM_007096	1211	+	intron1;Flag=First					0		24968937
PT4_Y12.2	chr15	91293490	3LTR	-	1	BLM	NM_000057	641	+	intron3					0		24968937
PT1_Y0.2	chr8	145989631	3LTR	+	1	not found					ZNF251	NM_138367	90987	-	8661		24968937
PT1_Y11.4	chr16	14308826	3LTR	+	6	MKL2	NM_014048	57496	+	intron6					0		24968937
PT1_Y11.4	chr10	65018667	3LTR	+	2	JMJD1C	NM_032776	221037	-	intron3					0		24968937
PT1_Y11.4	chr1	101445580	5LTR	+	1	SLC30A7	NM_001144884	148867	+	exon12;Flag=Last					0		24968937
PT1_Y11.4	chr20	43561095	5LTR	-	7	PABPC1L	NM_001124756	80336	+	intron9					0		24968937
PT1_Y11.4	chr8	126012090	3LTR	+	1	SQLE	NM_003129	6713	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr2	192549900	5LTR	-	1	NABP1	NR_045622	64859	+	intron6;Flag=Last					0		24968937
PT1_Y11.4	chr16	3916211	5LTR	+	3	CREBBP	NM_004380	1387	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr22	51062321	5LTR	+	1	ARSA	NM_000487	410	-	exon8;Flag=Last					0		24968937
PT1_Y11.4	chr22	30307780	3LTR	+	1	MTMR3	NM_153050	8897	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr11	118636882	5LTR	+	6	DDX6	NM_004397	1656	-	intron5					0		24968937
PT3_Y0	chr6	15603556	3LTR	+	1	DTNBP1	NM_032122	84062	-	intron6					0		24968937
PT1_Y0.2	chr7	92382430	5LTR	+	2	CDK6	NM_001145306	1021	-	intron3					0		24968937
PT2_Y12.9	chr16	1369875	3LTR	-	1	UBE2I	NM_194260	7329	+	intron4					0		24968937
PT3_Y7.2	chr14	53124840	3LTR	+	1	ERO1L	NM_014584	30001	-	intron10					0		24968937
PT5_Y14.5	chr1	234850415	3LTR	+	1	not found					LOC100506810	NR_038856	100506810	+	9373		24968937
PT1_Y11.4	chr18	13060399	3LTR	-	1	CEP192	NM_032142	55125	+	intron21					0		24968937
PT3_Y0	chr1	67787986	3LTR	-	1	IL12RB2	NM_001559	3595	+	intron3					0		24968937
PT2_Y12.9	chr9	36371871	3LTR	+	1	RNF38	NM_194330	152006	-	intron3					0		24968937
PT1_Y11.4	chr3	195867998	5LTR	-	1	not found					LINC00885	NR_034088	401109	+	1508		24968937
PT4_Y12.2	chr1	161175189	3LTR	-	1	NDUFS2	NM_004550	4720	+	intron3					0		24968937
PT4_Y12.2	chr16	2202409	3LTR	-	1	RAB26	NM_014353	25837	+	intron5					0		24968937
PT1_Y11.4	chr9	133706178	5LTR	-	1	ABL1	NM_007313	25	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr14	34660376	3LTR	+	1	not found					EGLN3	NM_022073	112399	-	240092		24968937
PT1_Y11.4	chr11	97681102	3LTR	-	1	not found					CNTN5	NM_001243271	53942	+	1210603		24968937
PT1_Y11.4	chr21	47927057	3LTR	+	1	DIP2A	NM_015151	23181	+	intron6					0		24968937
PT1_Y0.2	chr16	88650104	5LTR	+	1	ZC3H18	NM_144604	124245	+	intron2					0		24968937
PT1_Y11.4	chr1	2453217	3LTR	+	1	PANK4	NM_018216	55229	-	exon2					0		24968937
PT3_Y0	chr19	16510792	3LTR	+	1	EPS15L1	NM_001258374	58513	-	intron16					0		24968937
PT1_Y11.4	chr6	31537625	3LTR	-	1	LOC100287329	XR_132517	100287329	-	intron1;Flag=SingleI					0		24968937
PT1_Y11.4	chr1	93815734	5LTR	-	2	DR1	NM_001938	1810	+	intron1;Flag=First					0		24968937
PT1_Y4.8	chr1	101370519	3LTR	-	1	SLC30A7	NM_001144884	148867	+	intron2					0		24968937
PT1_Y11.4	chr7	45101685	3LTR	+	1	CCM2	NR_030770	83605	+	intron2					0		24968937
PT1_Y11.4	chr20	57745865	3LTR	-	1	not found					ZNF831	NM_178457	128611	+	20209		24968937
PT4_Y12.2	chr6	30579798	3LTR	-	1	PPP1R10	NM_002714	5514	-	intron2					0		24968937
PT1_Y11.4	chr16	14310400	5LTR	+	5	MKL2	NM_014048	57496	+	intron6					0		24968937
PT1_Y11.4	chr7	98946277	5LTR	-	1	ARPC1A	NM_001190996	10552	+	intron4					0		24968937
PT1_Y11.4	chr11	64963533	3LTR	+	1	CAPN1	NM_001198868	823	+	intron10					0		24968937
PT1_Y11.4	chr6	17654159	5LTR	-	1	NUP153	NM_005124	9972	-	intron11					0		24968937
PT1_Y11.4	chr14	64399969	3LTR	-	1	SYNE2	NM_015180	23224	+	intron2					0		24968937
PT3_Y7.2	chr19	40155450	3LTR	+	1	not found					LGALS16	NM_001190441	148003	+	4163		24968937
PT1_Y11.4	chr1	28795546	5LTR	+	1	PHACTR4	NM_001048183	65979	+	intron6					0		24968937
PT1_Y11.4	chr17	73398318	3LTR	+	1	GRB2	NM_203506	2885	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr19	10333384	3LTR	-	1	S1PR2	NM_004230	9294	-	exon2;Flag=Last					0		24968937
PT1_Y11.4	chr16	30611843	3LTR	-	2	not found					ZNF689	NM_138447	115509	-	2035		24968937
PT4_Y12.2	chr5	80383783	5LTR	-	1	RASGRF2	NM_006909	5924	+	intron9					0		24968937
PT1_Y11.4	chr1	14083879	5LTR	+	4	PRDM2	NM_001135610	7799	+	intron6					0		24968937
PT1_Y11.4	chrX	41663816	3LTR	+	1	CASK	NM_003688	8573	-	intron2					0		24968937
PT1_Y11.4	chr5	133708703	3LTR	-	2	UBE2B	NM_003337	7320	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr3	49790921	3LTR	-	1	IP6K1	NM_153273	9807	-	intron1;Flag=First					0		24968937
PT4_Y12.2	chr1	51707372	3LTR	-	1	RNF11	NM_014372	26994	+	intron1;Flag=First					0		24968937
