info/source_line,landmark,location,ltr,orientation_in_landmark,sample/original_id,sample/pubmed_id,sample/tissue,sample/tissue_url,sample/provirus_activity,environment,source_name
10174,chr6,32866923,3p,R,5O55L:02525:02531,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10175,chr6,32869561,3p,R,G13FKHM01AIZWR,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10176,chr6,32869645,3p,F,GXIEMIS01A0DT5,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10177,chr6,32869974,3p,R,IBB7A08,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
10178,chr6,32870442,3p,F,GXIEMIS01BDDCJ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10179,chr6,32880100,3p,F,ID4E10,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
10180,chr6,32883632,3p,F,IBB6A04,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
10181,chr6,32913265,3p,F,GXIEMIS01A64I0,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10182,chr6,32920130,3p,F,GXIEMIS01ATSXR,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10183,chr6,32930159,3p,F,G13FKHM01ALTMI,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10184,chr6,32933725,3p,F,G13FKHM01ANERE,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10185,chr6,32933769,3p,F,G13FKHM01AHKY0,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10186,chr6,33225469,3p,R,GXIEMIS01AHLCN,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10187,chr6,33242569,3p,R,GXIEMIS01BFBAT,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10188,chr6,33250191,3p,R,G13FKHM01BKZ3G,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10189,chr6,33261775,3p,F,G13FKHM01ACXUA,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10190,chr6,33276614,3p,F,5O55L:00207:01982,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10191,chr6,33276635,3p,R,5O55L:02194:02603,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10192,chr6,33278689,3p,R,G13FKHM01BP9VW,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10193,chr6,33278707,5p,R,136__065,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
10194,chr6,33278956,3p,R,GXIEMIS01A59NZ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10195,chr6,33356865,3p,R,5O55L:01259:01145,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10196,chr6,33384301,3p,R,5O55L:02587:02301,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10197,chr6,33541174,3p,F,GXIEMIS01BLL9X,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10198,chr6,33549899,3p,F,5O55L:00982:02365,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10199,chr6,33585105,3p,F,G13FKHM01A6S7S,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10200,chr6,33614147,3p,R,IBB2H7,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
10201,chr6,33615273,3p,R,5O55L:02255:02650,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10202,chr6,33663708,3p,F,5O55L:00301:01741,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10203,chr6,33859059,3p,R,G13FKHM01BIQVW,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10204,chr6,34246568,3p,R,G13FKHM01AQY01,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10205,chr6,34288031,3p,R,5O55L:01844:00196,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10206,chr6,34326222,3p,R,GXIEMIS01BDVTZ,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10207,chr6,34327417,3p,F,IBB13D3,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
10208,chr6,34331894,3p,F,GXIEMIS01APA90,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10209,chr6,34372311,3p,R,G13FKHM01AO7WY,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10210,chr6,34586785,3p,R,GXIEMIS01BJFAX,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10211,chr6,34621194,3p,F,G13FKHM01A6PU6,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10212,chr6,34622134,3p,R,GXIEMIS01AWK9P,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10213,chr6,34627629,3p,R,5O55L:01270:02593,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10214,chr6,34630419,3p,F,G13FKHM01BLJNF,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10215,chr6,34648200,3p,R,5O55L:01838:02572,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10216,chr6,34922729,3p,F,5O55L:02297:00673,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10217,chr6,35232907,3p,F,5O55L:01904:01566,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10218,chr6,35276803,3p,F,GXIEMIS01AW4JG,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10219,chr6,35567136,3p,F,G13FKHM01BEE6I,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10220,chr6,35571813,3p,R,G13FKHM01AJFOL,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10221,chr6,35571865,3p,F,GXIEMIS01AKTY4,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10222,chr6,35574085,3p,R,G13FKHM01AM1XM,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10223,chr6,35581267,3p,R,GXIEMIS01AFAR3,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10224,chr6,35602773,3p,R,G13FKHM01AUQO7,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10225,chr6,35603472,5p,F,RSHY_106BN02__022,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
10226,chr6,35604286,3p,F,G13FKHM01B0J2E,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10227,chr6,35608497,3p,R,GXIEMIS01A6H8M,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10228,chr6,35608828,3p,R,GXIEMIS01BI9AH,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10229,chr6,35623252,3p,F,G13FKHM01A4PBV,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10230,chr6,35629876,3p,F,5O55L:01721:01890,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10231,chr6,35636937,3p,F,GXIEMIS01AK6NQ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10232,chr6,35639385,3p,R,GXIEMIS01ARUJD,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10233,chr6,35640091,3p,F,G13FKHM01AGQB3,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10234,chr6,35649370,3p,F,GXIEMIS01BQJ11,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10235,chr6,35652253,3p,R,GXIEMIS01AJOXU,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10236,chr6,35655460,3p,F,G13FKHM01AEOP0,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10237,chr6,35670591,3p,R,GXIEMIS01A44XI,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10238,chr6,35862842,3p,F,G13FKHM01BDGO3,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10239,chr6,36005280,3p,F,G13FKHM01A9FTJ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10240,chr6,36011707,3p,R,5O55L:02371:02000,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10241,chr6,36019920,3p,F,5O55L:01376:00769,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10242,chr6,36023342,3p,R,G13FKHM01BPUMZ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10243,chr6,36045295,5p,F,RSHY_112C_16_024,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
10244,chr6,36046902,3p,R,5O55L:02365:02276,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10245,chr6,36418079,5p,R,RSHY_106N69__056,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
10246,chr6,36420761,3p,R,5O55L:01820:01562,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10247,chr6,36449858,5p,F,RSHY_112C_12_032,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
10248,chr6,36471138,3p,F,5O55L:01347:00412,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10249,chr6,36485551,3p,F,GXIEMIS01A7A3S,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10250,chr6,36487548,3p,F,5O55L:02409:01658,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10251,chr6,36489032,3p,F,G13FKHM01BR11K,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10252,chr6,36501660,3p,R,GXIEMIS01BXNFX,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10253,chr6,36736558,3p,F,5O55L:02268:01812,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10254,chr6,36882099,3p,F,5O55L:02433:01396,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10255,chr6,36918549,3p,R,5O55L:02592:01874,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10256,chr6,36998289,3p,F,5O55L:01192:01999,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10257,chr6,37117371,3p,R,5O55L:01076:02245,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10258,chr6,37156407,3p,F,5O55L:01980:01056,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10259,chr6,37158154,3p,R,5O55L:00870:02459,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10260,chr6,37164090,3p,R,5O55L:01661:01591,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10261,chr6,37176803,3p,F,G13FKHM01A6VRI,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10262,chr6,37343857,3p,R,5O55L:02092:02249,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10263,chr6,37435187,3p,F,G13FKHM01AFG3C,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10264,chr6,37472358,3p,R,5O55L:00683:00979,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10265,chr6,37477773,3p,F,G13FKHM01AVJVD,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10266,chr6,37569649,3p,F,G13FKHM01BHLCY,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10267,chr6,37860586,3p,F,G13FKHM01B2NDR,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10268,chr6,37887267,3p,F,GXIEMIS01AU9QB,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10269,chr6,38187276,3p,R,GXIEMIS01AYYNR,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10270,chr6,38483677,3p,R,5O55L:00488:00136,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10271,chr6,40337855,3p,F,IBB7F11,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
10272,chr6,40868135,3p,R,G13FKHM01AG4X8,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10273,chr6,41045559,3p,R,G13FKHM01AKQJA,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10274,chr6,41055026,3p,F,G13FKHM01AEICD,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10275,chr6,41260695,3p,R,G13FKHM01B3Y61,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10276,chr6,41933886,3p,F,5O55L:00992:01580,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10277,chr6,41950278,3p,F,GXIEMIS01BM3N2,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10278,chr6,41959457,3p,R,5O55L:01769:00443,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10279,chr6,41974170,3p,F,GXIEMIS01BAKFT,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10280,chr6,42282088,3p,F,G13FKHM01B3YJK,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10281,chr6,42325866,3p,F,G13FKHM01ADT0Z,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10282,chr6,42352351,3p,F,GXIEMIS01A9R9B,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10283,chr6,42387945,3p,R,G13FKHM01A5HTZ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10284,chr6,42392461,3p,F,G13FKHM01BF6NJ,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10285,chr6,42469064,3p,R,5O55L:02271:01322,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10286,chr6,42546298,3p,F,5O55L:00222:00102,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10287,chr6,42553423,3p,F,GXIEMIS01AXTDS,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10288,chr6,42558496,3p,F,5O55L:00129:00576,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10289,chr6,42558543,3p,R,GXIEMIS01AL2EU,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10290,chr6,42616782,3p,R,G13FKHM01B3VNV,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10291,chr6,42624392,3p,R,5O55L:02264:01626,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10292,chr6,42744027,3p,F,G13FKHM01AYL4R,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10293,chr6,42747941,3p,R,5O55L:01956:01585,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10294,chr6,42765969,3p,R,5O55L:01017:00820,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10295,chr6,42789450,3p,F,G13FKHM01A3R9T,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10296,chr6,42800517,3p,R,GXIEMIS01BZ0HF,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10297,chr6,42854631,3p,F,5O55L:02221:01884,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10298,chr6,42916281,5p,F,RSHY_112C_112_064,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
10299,chr6,42951573,3p,R,GXIEMIS01A91NL,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10300,chr6,42998717,3p,F,GXIEMIS01AGVWO,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10301,chr6,43056680,3p,F,IBB9A01,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
10302,chr6,43151300,5p,R,RSHY_106_169_093,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
10303,chr6,43304279,3p,F,5O55L:01341:02482,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10304,chr6,43317491,3p,R,5O55L:02330:00559,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10305,chr6,43333252,3p,R,G13FKHM01A50N2,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10306,chr6,43506691,3p,R,5O55L:00711:00122,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10307,chr6,43519324,3p,R,IBB6D03,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
10308,chr6,43530504,3p,F,5O55L:02372:01741,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10309,chr6,43558636,3p,F,G13FKHM01BK6PW,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10310,chr6,43580669,3p,F,G13FKHM01AXRH6,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10311,chr6,44070738,3p,R,G13FKHM01A46X5,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10312,chr6,44085310,5p,R,RSHY_BN_342_048,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
10313,chr6,44217572,3p,R,G13FKHM01AGJ8V,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10314,chr6,44257996,3p,R,G13FKHM01AMBRE,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10315,chr6,44976986,3p,R,5O55L:02109:01566,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10316,chr6,45157997,3p,R,GXIEMIS01BEETL,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10317,chr6,45306875,3p,R,5O55L:02040:00365,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10318,chr6,45319586,3p,R,IBB5D03,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
10319,chr6,45346890,3p,F,5O55L:00702:00302,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10320,chr6,45416189,5p,R,52__090,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
10321,chr6,45502072,3p,R,G13FKHM01BOCVM,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10322,chr6,45503440,3p,F,ID23A7,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
10323,chr6,45775201,5p,R,331_Mixed_096,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
10324,chr6,47245631,3p,R,IBB15D7,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
10325,chr6,47491179,3p,R,ID10C9,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
10326,chr6,47538896,3p,F,ID8A7,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
10327,chr6,48314862,3p,R,5O55L:01017:01396,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10328,chr6,48438330,3p,F,5O55L:02343:00908,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10329,chr6,49402051,3p,R,5O55L:00887:00743,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10330,chr6,49438980,3p,R,5O55L:02378:02112,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10331,chr6,49446912,3p,R,5O55L:01038:01452,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10332,chr6,49774579,3p,R,G13FKHM01AI94K,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10333,chr6,50392710,3p,R,5O55L:01231:02329,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10334,chr6,50442733,3p,F,GXIEMIS01BHW37,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10335,chr6,52883145,3p,R,5O55L:02498:01466,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10336,chr6,52896653,3p,R,5O55L:01341:01491,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10337,chr6,52950323,3p,F,GXIEMIS01AGVHF,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10338,chr6,53160668,5p,R,RSHY_106BN_116_046,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
10339,chr6,53175928,3p,R,5O55L:02570:01801,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10340,chr6,53180113,3p,F,5O55L:00194:01657,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10341,chr6,55163091,3p,R,ID6B11,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
10342,chr6,57525989,3p,F,GXIEMIS01AXWOR,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10343,chr6,58243535,3p,F,IBB7D01,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
10344,chr6,64128352,3p,R,G13FKHM01AUOLG,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10345,chr6,64746739,3p,F,G13FKHM01AV2EO,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10346,chr6,67341988,3p,F,G13FKHM01BKEOZ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10347,chr6,68095895,3p,F,G13FKHM01BQPGW,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10348,chr6,70420320,3p,R,5O55L:00880:00488,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10349,chr6,70583762,3p,R,G13FKHM01AHHLS,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10350,chr6,73350877,3p,F,5O55L:00263:00277,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10351,chr6,73782610,3p,F,5O55L:02586:02537,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10352,chr6,74481645,3p,R,5O55L:02145:01677,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10353,chr6,75341612,3p,F,5O55L:01575:00699,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10354,chr6,75515581,3p,R,G13FKHM01BB4VS,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10355,chr6,75898558,3p,F,5O55L:01516:00396,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10356,chr6,75997424,3p,F,5O55L:02301:02229,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10357,chr6,76369750,3p,F,GXIEMIS01A8JSS,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10358,chr6,76427134,3p,F,G13FKHM01AWUXU,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10359,chr6,76540450,3p,F,G13FKHM01BKHE5,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10360,chr6,77406029,3p,F,G13FKHM01BSTPC,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10361,chr6,77607549,3p,F,5O55L:01601:01995,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10362,chr6,79729247,3p,R,ID4F8,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
10363,chr6,79759780,3p,R,GXIEMIS01A9UGE,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10364,chr6,79766326,3p,R,5O55L:02120:01226,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
10365,chr6,80920183,3p,F,5O55L:01984:00658,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10366,chr6,82267903,3p,R,5O55L:02521:00983,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
10367,chr6,82407466,3p,R,G13FKHM01AVQAT,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10368,chr6,82474138,3p,R,IBB16C1,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
10369,chr6,82822707,3p,F,G13FKHM01BL5XU,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
10370,chr6,82913986,5p,F,RSHY_106G_109_075,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
10371,chr6,83721484,5p,F,180_BG_019,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
10372,chr6,83818791,3p,R,5O55L:01974:01109,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
