chromosome,gene,location,ltr,ncbi_gene_id,note,orientation_in_gene,orientation_in_reference,sample/original_id,sample/pubmed_id,source_name
6,,89715231,3p,,,,R,5O55L:01402:02221,23953889,NCI-RID
6,PM20D2,89868296,3p,135293,,F,F,IBB2D10,23953889,NCI-RID
6,UBE2J1,90042309,3p,51465,,R,R,G13FKHM01AOFE5,23953889,NCI-RID
6,UBE2J1,90046165,3p,51465,,R,R,G13FKHM01AURMS,23953889,NCI-RID
6,BACH2,90868882,3p,60468,,R,F,5O55L:02457:01593,23953889,NCI-RID
6,BACH2,90930243,3p,60468,,R,R,5O55L:02532:01579,23953889,NCI-RID
6,BACH2,90955279,3p,60468,,R,R,5O55L:01985:01085,23953889,NCI-RID
6,BACH2,90971256,3p,60468,,R,F,5O55L:02369:01825,23953889,NCI-RID
6,BACH2,90987129,3p,60468,,R,R,IBB16C9,23953889,NCI-RID
6,,91162815,3p,,,,R,5O55L:00816:00927,23953889,NCI-RID
6,,93500894,3p,,,,R,5O55L:02048:01500,23953889,NCI-RID
6,TSG1,94417218,3p,643432,,F,R,5O55L:02336:02676,23953889,NCI-RID
6,,94937080,3p,,,,F,5O55L:02531:01735,23953889,NCI-RID
6,,95034037,3p,,,,R,G13FKHM01AM3TM,23953889,NCI-RID
6,UFL1,96987051,3p,23376,,F,R,5O55L:00247:00135,23953889,NCI-RID
6,UFL1,96997639,3p,23376,,F,F,IBB5D02,23953889,NCI-RID
6,MMS22L,97630377,3p,253714,,R,R,ID3B7,23953889,NCI-RID
6,,98691607,3p,,,,R,5O55L:00647:01522,23953889,NCI-RID
6,,99045216,3p,,,,R,G13FKHM01BDDZ0,23953889,NCI-RID
6,,99186471,3p,,,,R,5O55L:01212:01691,23953889,NCI-RID
6,PNISR,99858482,3p,25957,,R,F,5O55L:02045:00433,23953889,NCI-RID
6,USP45,99951820,3p,85015,,R,R,G13FKHM01A5WIM,23953889,NCI-RID
6,,100359933,3p,,,,F,G13FKHM01BDZ78,23953889,NCI-RID
6,,100590357,3p,,,,F,G13FKHM01ABO8T,23953889,NCI-RID
6,SIM1,100890980,3p,6492,,R,R,5O55L:00815:02204,23953889,NCI-RID
6,ASCC3,101067212,3p,10973,,R,R,IBB1C7,23953889,NCI-RID
6,ASCC3,101090743,3p,10973,,R,R,G13FKHM01BBAFE,23953889,NCI-RID
6,GRIK2,101992898,3p,2898,,F,F,G13FKHM01BWO02,23953889,NCI-RID
6,GRIK2,102301121,3p,2898,,F,R,5O55L:00641:01966,23953889,NCI-RID
6,,103807819,3p,,,,R,GXIEMIS01BB8MV,23953889,NCI-RID
6,,104135294,3p,,,,R,G13FKHM01ABTA5,23953889,NCI-RID
6,,104368505,3p,,,,F,5O55L:02117:02102,23953889,NCI-RID
6,,104562245,3p,,,,R,G13FKHM01AQV56,23953889,NCI-RID
6,,105904300,3p,,,,R,G13FKHM01A0GRR,23953889,NCI-RID
6,,106508540,3p,,,,R,GXIEMIS01BQJXV,23953889,NCI-RID
6,,106602966,3p,,,,R,G13FKHM01B0J0U,23953889,NCI-RID
6,ATG5,106650209,5p,9474,,R,F,RSHY_106_149_054,23953889,NCI-RID
6,ATG5,106701050,3p,9474,,R,F,ID24D1,23953889,NCI-RID
6,ATG5,106755381,3p,9474,,R,R,ID25D6,23953889,NCI-RID
6,AIM1,106976975,3p,202,,F,F,5O55L:01244:01056,23953889,NCI-RID
6,AIM1,106982953,3p,202,,F,R,GXIEMIS01BDPZV,23953889,NCI-RID
6,BEND3,107429257,3p,57673,,R,R,G13FKHM01BK51I,23953889,NCI-RID
6,PDSS2,107670312,3p,57107,,R,R,5O55L:01444:00575,23953889,NCI-RID
6,PDSS2,107744987,3p,57107,,R,F,5O55L:02433:01561,23953889,NCI-RID
6,SOBP,107896288,3p,55084,,F,F,G13FKHM01ALNE7,23953889,NCI-RID
6,SCML4,108118994,3p,256380,,R,F,G13FKHM01BZD4Y,23953889,NCI-RID
6,SEC63,108205483,3p,11231,,R,R,5O55L:01658:01294,23953889,NCI-RID
6,SEC63,108205773,3p,11231,,R,R,5O55L:02484:01380,23953889,NCI-RID
6,,108293135,3p,,,,R,5O55L:01846:01035,23953889,NCI-RID
6,,108418873,3p,,,,R,5O55L:01169:02256,23953889,NCI-RID
6,FOXO3,108920901,5p,2309,,F,R,RSHY_BN_267_032,23953889,NCI-RID
6,SESN1,109314710,3p,27244,,R,R,5O55L:02460:01492,23953889,NCI-RID
6,SESN1,109317597,3p,27244,,R,R,GXIEMIS01AKNL4,23953889,NCI-RID
6,SESN1,109324580,3p,27244,,R,F,5O55L:02506:01856,23953889,NCI-RID
6,SESN1,109349592,3p,27244,,R,R,5O55L:01916:02427,23953889,NCI-RID
6,CEP57L1,109426402,3p,285753,,F,F,5O55L:01155:01750,23953889,NCI-RID
6,CEP57L1,109483544,3p,285753,,F,F,5O55L:02622:01972,23953889,NCI-RID
6,,109782419,3p,,,,F,GXIEMIS01AG10D,23953889,NCI-RID
6,CDC40,110507594,3p,51362,,F,R,5O55L:00250:00220,23953889,NCI-RID
6,CDC40,110539764,3p,51362,,F,R,5O55L:02422:02160,23953889,NCI-RID
6,CDC40,110552514,3p,51362,,F,F,5O55L:02288:02665,23953889,NCI-RID
6,,110885831,3p,,,,F,5O55L:01647:01236,23953889,NCI-RID
6,CDK19,111048782,3p,23097,,R,R,5O55L:01294:00592,23953889,NCI-RID
6,,111260993,3p,,,,R,5O55L:01292:02268,23953889,NCI-RID
6,RPF2,111311493,3p,84154,,F,F,ID29H12,23953889,NCI-RID
6,REV3L,111661477,3p,5980,,R,R,G13FKHM01BUE4G,23953889,NCI-RID
6,REV3L,111713434,3p,5980,,R,F,G13FKHM01AO7RL,23953889,NCI-RID
6,REV3L,111778065,3p,5980,,R,R,GXIEMIS01AUXJH,23953889,NCI-RID
6,REV3L,111788561,3p,5980,,R,F,5O55L:02247:01230,23953889,NCI-RID
6,FYN,112152080,3p,2534,,R,F,G13FKHM01AJ7G6,23953889,NCI-RID
6,FYN,112183731,3p,2534,,R,R,G13FKHM01ATLUU,23953889,NCI-RID
6,,113675417,3p,,,,R,G13FKHM01A2X1U,23953889,NCI-RID
6,,114222495,3p,,,,R,5O55L:02340:01782,23953889,NCI-RID
6,HDAC2,114264116,3p,3066,,R,F,IBB3F06,23953889,NCI-RID
6,,115147590,3p,,,,R,G13FKHM01ADD0T,23953889,NCI-RID
6,,115915456,3p,,,,R,5O55L:02227:01111,23953889,NCI-RID
6,RWDD1,116911964,3p,51389,,F,F,ID8G8,23953889,NCI-RID
6,KPNA5,117009398,3p,3841,,F,R,5O55L:00417:01310,23953889,NCI-RID
6,KPNA5,117010533,3p,3841,,F,F,5O55L:02558:02539,23953889,NCI-RID
6,KPNA5,117021285,3p,3841,,F,R,5O55L:02142:01491,23953889,NCI-RID
6,GOPC,117905986,3p,57120,,R,R,G13FKHM01A4U7B,23953889,NCI-RID
6,GOPC,117921616,3p,57120,,R,R,5O55L:02161:00555,23953889,NCI-RID
6,NUS1,118013903,3p,116150,,F,R,IBB2C4,23953889,NCI-RID
6,CEP85L,118983904,5p,387119,,R,R,RSHY_106BN_39_064,23953889,NCI-RID
6,,119047142,3p,,,,F,5O55L:02448:01948,23953889,NCI-RID
6,FAM184A,119283425,3p,79632,,R,F,5O55L:00525:02228,23953889,NCI-RID
6,FAM184A,119316393,3p,79632,,R,F,ID10D8,23953889,NCI-RID
6,C6ORF170,121406348,3p,221322,,R,R,5O55L:02445:01710,23953889,NCI-RID
6,C6ORF170,121509668,3p,221322,,R,F,GXIEMIS01AAKAX,23953889,NCI-RID
6,SERINC1,122786421,3p,57515,,R,R,ID5D11,23953889,NCI-RID
6,,123452170,3p,,,,R,GXIEMIS01AVNGH,23953889,NCI-RID
6,TPD52L1,125512490,3p,7164,,F,F,5O55L:02403:01762,23953889,NCI-RID
6,,125595837,3p,,,,R,5O55L:01102:00054,23953889,NCI-RID
6,NCOA7,126173568,3p,135112,,F,F,5O55L:01009:01624,23953889,NCI-RID
6,,126396219,3p,,,,F,5O55L:01056:00880,23953889,NCI-RID
6,,127010778,3p,,,,R,G13FKHM01B2AKF,23953889,NCI-RID
6,,127422987,3p,,,,R,G13FKHM01AF6J1,23953889,NCI-RID
6,,128003870,3p,,,,R,IBB4B01,23953889,NCI-RID
6,THEMIS,128163703,3p,387357,,R,R,5O55L:02217:01058,23953889,NCI-RID
6,THEMIS,128171808,3p,387357,,R,R,5O55L:02219:01519,23953889,NCI-RID
6,THEMIS,128181613,3p,387357,,R,F,5O55L:01453:02580,23953889,NCI-RID
6,THEMIS,128214598,3p,387357,,R,F,G13FKHM01AIQ0T,23953889,NCI-RID
6,THEMIS,128216188,3p,387357,,R,R,G13FKHM01A6LYN,23953889,NCI-RID
6,PTPRK,128306029,3p,5796,,R,F,IBB14C5,23953889,NCI-RID
6,PTPRK,128316213,3p,5796,,R,R,5O55L:02454:01700,23953889,NCI-RID
6,PTPRK,128321035,3p,5796,,R,F,G13FKHM01ANA0Q,23953889,NCI-RID
6,PTPRK,128603974,3p,5796,,R,R,G13FKHM01AMOIV,23953889,NCI-RID
6,ARHGAP18,129932689,3p,93663,,R,R,5O55L:01036:00859,23953889,NCI-RID
6,,130078888,3p,,,,F,G13FKHM01AM01A,23953889,NCI-RID
6,L3MBTL3,130441186,3p,84456,,F,F,5O55L:01978:01922,23953889,NCI-RID
6,,130836814,3p,,,,R,5O55L:02498:02094,23953889,NCI-RID
6,,131774212,5p,,,,F,RSHY_129_07_066,23953889,NCI-RID
6,MED23,131925987,3p,9439,,R,R,GXIEMIS01BAV8L,23953889,NCI-RID
6,,132446112,3p,,,,R,IBB5F09,23953889,NCI-RID
6,,132778516,3p,,,,F,IBB5G03,23953889,NCI-RID
6,TBPL1,134307093,3p,9519,,F,F,5O55L:02174:01627,23953889,NCI-RID
6,SGK1,134527865,3p,6446,,R,F,5O55L:00291:01533,23953889,NCI-RID
6,SGK1,134558311,3p,6446,,R,F,5O55L:01292:01856,23953889,NCI-RID
6,HBS1L,135341102,3p,10767,,R,R,5O55L:02546:02569,23953889,NCI-RID
6,HBS1L,135347350,3p,10767,,R,F,GXIEMIS01BRFQO,23953889,NCI-RID
6,HBS1L,135350899,3p,10767,,R,F,5O55L:02579:01079,23953889,NCI-RID
6,HBS1L,135364092,3p,10767,,R,R,G13FKHM01A8YWN,23953889,NCI-RID
6,,135430972,3p,,,,F,5O55L:02259:01620,23953889,NCI-RID
6,,135437286,3p,,,,R,5O55L:00938:01502,23953889,NCI-RID
6,LINC00271,135896993,3p,100131814,,F,F,5O55L:01906:00842,23953889,NCI-RID
6,LINC00271,135909323,3p,100131814,,F,R,5O55L:02172:01470,23953889,NCI-RID
6,BCLAF1,136582946,5p,9774,,R,R,94__056,23953889,NCI-RID
6,BCLAF1,136583933,3p,9774,,R,F,5O55L:01428:00651,23953889,NCI-RID
6,MAP3K5,136984398,3p,4217,,R,R,G13FKHM01BZRSG,23953889,NCI-RID
6,MAP3K5,137045833,3p,4217,,R,F,GXIEMIS01ARO9T,23953889,NCI-RID
6,MAP3K5,137054520,3p,4217,,R,F,GXIEMIS01BA3JF,23953889,NCI-RID
6,,137397773,3p,,,,R,5O55L:02297:02648,23953889,NCI-RID
6,,137669549,3p,,,,R,5O55L:00955:00566,23953889,NCI-RID
6,,138224873,3p,,,,R,G13FKHM01A2EX2,23953889,NCI-RID
6,,138258116,3p,,,,F,5O55L:02393:02106,23953889,NCI-RID
6,,138279389,3p,,,,R,5O55L:01680:01560,23953889,NCI-RID
6,REPS1,139240536,3p,85021,,R,R,GXIEMIS01BG7ZZ,23953889,NCI-RID
6,,139343838,3p,,,,R,5O55L:01755:01613,23953889,NCI-RID
6,HECA,139474931,3p,51696,,F,R,GXIEMIS01AUUCV,23953889,NCI-RID
6,HECA,139475541,3p,51696,,F,R,G13FKHM01AVMC9,23953889,NCI-RID
6,TXLNB,139575071,3p,167838,,R,R,IBB10B10,23953889,NCI-RID
6,,139773036,3p,,,,F,5O55L:01254:00369,23953889,NCI-RID
6,,139873500,3p,,,,F,G13FKHM01AF3IW,23953889,NCI-RID
6,LOC100132735,140169544,3p,100132735,,F,F,G13FKHM01ANZ8K,23953889,NCI-RID
6,,140485609,3p,,,,F,G13FKHM01A82NU,23953889,NCI-RID
6,,141305521,3p,,,,F,5O55L:01356:00680,23953889,NCI-RID
6,VTA1,142482514,3p,51534,,F,F,ID26E3,23953889,NCI-RID
6,GPR126,142721391,3p,57211,,F,F,GXIEMIS01AG5WR,23953889,NCI-RID
6,HIVEP2,143109058,3p,3097,,R,F,G13FKHM01A4O6U,23953889,NCI-RID
6,HIVEP2,143143972,3p,3097,,R,F,G13FKHM01BL55I,23953889,NCI-RID
6,HIVEP2,143155104,3p,3097,,R,F,GXIEMIS01AAJ4V,23953889,NCI-RID
6,HIVEP2,143171436,3p,3097,,R,F,G13FKHM01A8J3M,23953889,NCI-RID
6,HIVEP2,143183666,3p,3097,,R,F,5O55L:01359:01477,23953889,NCI-RID
6,HIVEP2,143186561,3p,3097,,R,F,5O55L:00906:01476,23953889,NCI-RID
6,HIVEP2,143240286,3p,3097,,R,F,G13FKHM01BMYFD,23953889,NCI-RID
6,HIVEP2,143246391,3p,3097,,R,F,GXIEMIS01A7QVN,23953889,NCI-RID
6,PHACTR2,144056218,3p,9749,,F,R,5O55L:02386:02314,23953889,NCI-RID
6,UTRN,144691012,3p,7402,,F,F,G13FKHM01ADKBM,23953889,NCI-RID
6,UTRN,145124487,3p,7402,,F,R,G13FKHM01AI84K,23953889,NCI-RID
6,UTRN,145158995,3p,7402,,F,R,G13FKHM01BK56K,23953889,NCI-RID
6,,145512886,3p,,,,F,5O55L:00421:02271,23953889,NCI-RID
6,,145821940,3p,,,,F,G13FKHM01B131G,23953889,NCI-RID
6,SHPRH,146255078,3p,257218,,R,F,5O55L:02434:01308,23953889,NCI-RID
6,,146913341,3p,,,,R,5O55L:01776:02110,23953889,NCI-RID
6,ADGB,146998267,3p,79747,,F,F,5O55L:01813:02332,23953889,NCI-RID
6,STXBP5-AS1,147195543,3p,729178,,R,F,G13FKHM01BF65F,23953889,NCI-RID
6,STXBP5-AS1,147517903,3p,729178,,R,F,5O55L:00857:00918,23953889,NCI-RID
6,STXBP5,147538920,3p,134957,,F,F,5O55L:01061:00792,23953889,NCI-RID
6,STXBP5,147553545,3p,134957,,F,F,5O55L:02368:01306,23953889,NCI-RID
6,STXBP5,147635971,3p,134957,,F,R,GXIEMIS01BAKCJ,23953889,NCI-RID
6,,147770474,3p,,,,F,ID23H2,23953889,NCI-RID
6,,148659708,3p,,,,F,G13FKHM01BNG4L,23953889,NCI-RID
6,UST,149224063,3p,10090,,F,F,5O55L:01759:00556,23953889,NCI-RID
6,UST,149377206,3p,10090,,F,R,5O55L:02503:01932,23953889,NCI-RID
6,UST,149393065,3p,10090,,F,F,G13FKHM01A93R0,23953889,NCI-RID
6,,149478799,3p,,,,F,5O55L:02060:00931,23953889,NCI-RID
6,,149486386,3p,,,,R,5O55L:01618:02388,23953889,NCI-RID
6,,149523209,3p,,,,F,GXIEMIS01AR4DF,23953889,NCI-RID
6,,149546630,3p,,,,F,5O55L:02539:01861,23953889,NCI-RID
6,,149605468,3p,,,,R,5O55L:01099:01850,23953889,NCI-RID
6,,149617387,3p,,,,R,5O55L:02384:01506,23953889,NCI-RID
6,TAB2,149646084,3p,23118,,F,R,GXIEMIS01ADHDD,23953889,NCI-RID
6,TAB2,149646889,3p,23118,,F,F,G13FKHM01AR5BL,23953889,NCI-RID
6,TAB2,149647707,3p,23118,,F,F,GXIEMIS01BA5Y2,23953889,NCI-RID
6,TAB2,149650333,3p,23118,,F,F,5O55L:00957:00567,23953889,NCI-RID
6,TAB2,149658274,3p,23118,,F,F,GXIEMIS01AKRMH,23953889,NCI-RID
6,TAB2,149663126,5p,23118,,F,F,120__083,23953889,NCI-RID
6,TAB2,149663344,3p,23118,,F,R,GXIEMIS01AYYSS,23953889,NCI-RID
6,TAB2,149666998,3p,23118,,F,R,5O55L:02221:01626,23953889,NCI-RID
6,TAB2,149668104,3p,23118,,F,R,G13FKHM01A6LOD,23953889,NCI-RID
6,TAB2,149669590,3p,23118,,F,F,G13FKHM01BJOHL,23953889,NCI-RID
6,TAB2,149716459,3p,23118,,F,R,G13FKHM01BWBK8,23953889,NCI-RID
6,TAB2,149718404,3p,23118,,F,R,G13FKHM01AHEF2,23953889,NCI-RID
6,PPIL4,149833356,3p,85313,,R,R,G13FKHM01A79NK,23953889,NCI-RID
6,PPIL4,149856483,3p,85313,,R,R,G13FKHM01A3GCD,23953889,NCI-RID
6,PCMT1,150075975,3p,5110,,F,R,5O55L:02546:01319,23953889,NCI-RID
6,,150817815,3p,,,,F,G13FKHM01B1OZF,23953889,NCI-RID
6,PLEKHG1,150977287,3p,57480,,F,R,5O55L:01210:00895,23953889,NCI-RID
6,MTHFD1L,151196078,3p,25902,,F,F,5O55L:01929:00404,23953889,NCI-RID
6,MTHFD1L,151397735,3p,25902,,F,F,5O55L:00759:01444,23953889,NCI-RID
6,ESR1,152082865,3p,2099,,F,F,5O55L:01285:00859,23953889,NCI-RID
6,SYNE1,152652712,3p,23345,,R,R,5O55L:00992:01365,23953889,NCI-RID
6,,153131734,3p,,,,F,5O55L:01014:00875,23953889,NCI-RID
6,FBXO5,153298529,3p,26271,,R,F,5O55L:02133:01516,23953889,NCI-RID
6,,153647572,3p,,,,R,5O55L:01953:02111,23953889,NCI-RID
6,OPRM1,154509741,3p,4988,,F,F,GXIEMIS01ANJO0,23953889,NCI-RID
6,OPRM1,154538272,3p,4988,,F,F,5O55L:01938:02283,23953889,NCI-RID
6,SCAF8,155067973,3p,22828,,F,R,5O55L:02626:01585,23953889,NCI-RID
6,SCAF8,155068176,3p,22828,,F,R,5O55L:01871:01978,23953889,NCI-RID
6,SCAF8,155111033,3p,22828,,F,F,GXIEMIS01BJXWY,23953889,NCI-RID
6,SCAF8,155115087,3p,22828,,F,F,GXIEMIS01AL5KB,23953889,NCI-RID
6,SCAF8,155151877,3p,22828,,F,F,G13FKHM01B00AJ,23953889,NCI-RID
6,TFB1M,155630253,3p,51106,,R,F,GXIEMIS01AKNYK,23953889,NCI-RID
6,,155815672,3p,,,,F,5O55L:01312:02145,23953889,NCI-RID
6,ARID1B,157130363,3p,57492,,F,F,GXIEMIS01BKHQW,23953889,NCI-RID
6,ARID1B,157369048,3p,57492,,F,R,GXIEMIS01BHXP9,23953889,NCI-RID
6,ZDHHC14,157884528,3p,79683,,F,F,5O55L:00240:00127,23953889,NCI-RID
6,ZDHHC14,157889886,5p,79683,,F,R,142__055,23953889,NCI-RID
6,SERAC1,158561435,3p,84947,,R,R,5O55L:00086:00530,23953889,NCI-RID
6,SERAC1,158569478,3p,84947,,R,R,ID3D4,23953889,NCI-RID
6,SYTL3,159089643,3p,94120,,F,F,G13FKHM01B1I01,23953889,NCI-RID
6,EZR,159231389,3p,7430,,R,F,5O55L:02225:02005,23953889,NCI-RID
6,,159444783,3p,,,,R,G13FKHM01AXG9N,23953889,NCI-RID
6,,159447311,3p,,,,R,G13FKHM01A0DA6,23953889,NCI-RID
6,,159500784,3p,,,,F,5O55L:00944:01263,23953889,NCI-RID
6,,160056296,5p,,,,F,RSHY_106_168G_012,23953889,NCI-RID
6,WTAP,160151653,3p,9589,,F,F,5O55L:00986:01567,23953889,NCI-RID
6,WTAP,160160251,3p,9589,,F,R,IBB2A8,23953889,NCI-RID
6,,160303070,3p,,,,F,5O55L:02403:01533,23953889,NCI-RID
6,,160685251,3p,,,,R,ID25B9,23953889,NCI-RID
6,MAP3K4,161468879,3p,4216,,F,R,ID29D1,23953889,NCI-RID
6,MAP3K4,161472968,5p,4216,,F,F,RSHY_106G2_5L_034,23953889,NCI-RID
6,MAP3K4,161480500,3p,4216,,F,R,GXIEMIS01AR64Y,23953889,NCI-RID
6,PARK2,162089068,3p,5071,,R,R,G13FKHM01BW0Q0,23953889,NCI-RID
6,PARK2,162486674,3p,5071,,R,R,5O55L:00582:00512,23953889,NCI-RID
6,PARK2,162949932,3p,5071,,R,R,5O55L:02454:02490,23953889,NCI-RID
6,QKI,163845446,3p,9444,,F,R,G13FKHM01BX2PE,23953889,NCI-RID
6,QKI,163857531,3p,9444,,F,R,G13FKHM01AYFIR,23953889,NCI-RID
6,,166464612,3p,,,,F,G13FKHM01AVV05,23953889,NCI-RID
6,MPC1,166784832,3p,51660,,R,R,5O55L:02327:01819,23953889,NCI-RID
6,FGFR1OP,167434802,3p,11116,,F,R,5O55L:02154:01562,23953889,NCI-RID
6,,167496261,3p,,,,R,GXIEMIS01AXQCL,23953889,NCI-RID
6,MLLT4,168232002,3p,4301,,F,R,ID25A8,23953889,NCI-RID
6,,169557925,3p,,,,F,5O55L:02340:01810,23953889,NCI-RID
6,WDR27,169892010,3p,253769,,R,F,5O55L:01372:02023,23953889,NCI-RID
6,,170336953,3p,,,,R,5O55L:00910:00677,23953889,NCI-RID
6,FAM120B,170643693,3p,84498,,F,F,IBB8H10,23953889,NCI-RID
6,TBP,170865043,3p,6908,,F,F,G13FKHM01ALMM5,23953889,NCI-RID
7,HEATR2,776057,3p,54919,,F,F,IBB13B1,23953889,NCI-RID
7,SUN1,866211,3p,23353,,F,F,G13FKHM01B2QZH,23953889,NCI-RID
7,SUN1,870621,3p,23353,,F,R,G13FKHM01A3S7S,23953889,NCI-RID
7,SUN1,887945,5p,23353,,F,F,RSHY_106_N28_026,23953889,NCI-RID
7,GPER,1128717,3p,2852,,F,R,G13FKHM01A15A6,23953889,NCI-RID
7,C7ORF50,1176290,3p,84310,,R,F,G13FKHM01AVQYK,23953889,NCI-RID
7,,1203169,3p,,,,R,5O55L:00911:02225,23953889,NCI-RID
7,,1725168,3p,,,,R,G13FKHM01A2AH0,23953889,NCI-RID
7,MAD1L1,2079826,3p,8379,,R,F,G13FKHM01A7E8L,23953889,NCI-RID
7,MAD1L1,2225431,3p,8379,,R,R,5O55L:02138:00671,23953889,NCI-RID
7,MAD1L1,2226061,3p,8379,,R,R,5O55L:02518:01035,23953889,NCI-RID
7,,2370441,3p,,,,F,5O55L:01188:02568,23953889,NCI-RID
7,EIF3B,2397523,5p,8662,,F,R,RSHY_BN_356_051,23953889,NCI-RID
7,EIF3B,2411598,3p,8662,,F,R,5O55L:02113:02168,23953889,NCI-RID
7,CHST12,2448181,3p,55501,,F,F,G13FKHM01AWF86,23953889,NCI-RID
7,IQCE,2603077,3p,23288,,F,R,GXIEMIS01AOVLT,23953889,NCI-RID
7,GNA12,2804736,3p,2768,,R,F,ID9G12,23953889,NCI-RID
7,GNA12,2839963,3p,2768,,R,F,GXIEMIS01BHUQB,23953889,NCI-RID
7,GNA12,2872677,3p,2768,,R,F,IBB3E01,23953889,NCI-RID
7,CARD11,2986489,5p,84433,,R,F,RSHY_112C_87_018,23953889,NCI-RID
7,CARD11,2987208,3p,84433,,R,R,5O55L:00937:02402,23953889,NCI-RID
7,CARD11,3051574,3p,84433,,R,R,5O55L:00950:01273,23953889,NCI-RID
7,CARD11,3076583,3p,84433,,R,R,GXIEMIS01ACEI6,23953889,NCI-RID
7,,3262454,3p,,,,R,5O55L:00689:00718,23953889,NCI-RID
7,SDK1,3526801,3p,221935,,F,F,GXIEMIS01AP3W6,23953889,NCI-RID
7,FOXK1,4758579,3p,221937,,F,R,5O55L:02518:00963,23953889,NCI-RID
7,WIPI2,5237701,3p,26100,,F,F,5O55L:01711:02490,23953889,NCI-RID
7,SLC29A4,5328067,3p,222962,,F,F,G13FKHM01BVAUQ,23953889,NCI-RID
7,TNRC18,5377143,3p,84629,,R,F,5O55L:02106:01761,23953889,NCI-RID
7,,5503574,3p,,,,F,IBB8A04,23953889,NCI-RID
7,RNF216,5728941,3p,54476,,R,F,5O55L:01289:02243,23953889,NCI-RID
7,RNF216,5732136,3p,54476,,R,R,G13FKHM01B3LQX,23953889,NCI-RID
7,RNF216,5737855,3p,54476,,R,R,5O55L:02526:01896,23953889,NCI-RID
7,RNF216,5792124,3p,54476,,R,R,5O55L:02629:01358,23953889,NCI-RID
7,RNF216,5810146,3p,54476,,R,F,G13FKHM01BGPME,23953889,NCI-RID
7,RNF216,5818007,3p,54476,,R,F,IBB12E02,23953889,NCI-RID
7,USP42,6155708,3p,84132,,F,F,5O55L:02374:01795,23953889,NCI-RID
7,USP42,6184099,3p,84132,,F,R,5O55L:01708:01620,23953889,NCI-RID
7,RAC1,6421502,3p,5879,,F,R,ID24F3,23953889,NCI-RID
7,RAC1,6430046,3p,5879,,F,R,5O55L:00355:00811,23953889,NCI-RID
7,,6615734,5p,,,,F,17__030,23953889,NCI-RID
7,,6726253,3p,,,,R,5O55L:01416:01635,23953889,NCI-RID
7,C1GALT1,7263203,3p,56913,,F,F,GXIEMIS01AL53J,23953889,NCI-RID
7,C1GALT1,7279403,3p,56913,,F,F,GXIEMIS01ASW4A,23953889,NCI-RID
7,C1GALT1,7282056,3p,56913,,F,F,G13FKHM01BPRB0,23953889,NCI-RID
7,C1GALT1,7282174,3p,56913,,F,F,GXIEMIS01A2AKC,23953889,NCI-RID
7,C1GALT1,7284104,3p,56913,,F,F,5O55L:00859:00469,23953889,NCI-RID
7,C1GALT1,7288042,3p,56913,,F,R,GXIEMIS01B0MR5,23953889,NCI-RID
7,COL28A1,7398575,3p,340267,,R,F,G13FKHM01BZUHG,23953889,NCI-RID
7,COL28A1,7511492,3p,340267,,R,R,5O55L:02242:00547,23953889,NCI-RID
7,RPA3,7724141,3p,6119,,R,R,G13FKHM01A439Y,23953889,NCI-RID
7,LOC729852,7767089,3p,729852,,F,R,5O55L:02302:01607,23953889,NCI-RID
7,LOC100505921,7995581,3p,100505921,,R,R,G13FKHM01ALWB8,23953889,NCI-RID
7,GLCCI1,8041855,5p,113263,,F,R,138__065,23953889,NCI-RID
7,GLCCI1,8081591,3p,113263,,F,F,G13FKHM01BEIWB,23953889,NCI-RID
7,GLCCI1,8094980,3p,113263,,F,F,G13FKHM01AX28L,23953889,NCI-RID
7,GLCCI1,8099507,3p,113263,,F,R,G13FKHM01BRFFD,23953889,NCI-RID
7,GLCCI1,8118059,3p,113263,,F,R,GXIEMIS01ALFQ7,23953889,NCI-RID
7,,9598526,3p,,,,R,5O55L:01618:02035,23953889,NCI-RID
7,,10016493,3p,,,,F,ID11B5,23953889,NCI-RID
7,PHF14,11091173,3p,9678,,F,F,5O55L:02188:02390,23953889,NCI-RID
7,PHF14,11152791,3p,9678,,F,F,ID26H11,23953889,NCI-RID
7,PHF14,11172255,3p,9678,,F,R,5O55L:02157:01034,23953889,NCI-RID
7,TMEM106B,12272785,3p,54664,,F,R,ID30C10,23953889,NCI-RID
7,SCIN,12671260,3p,85477,,F,R,5O55L:02000:01053,23953889,NCI-RID
7,,12735870,3p,,,,R,G13FKHM01BWIQH,23953889,NCI-RID
7,,13252246,3p,,,,F,G13FKHM01A76EI,23953889,NCI-RID
7,,13568261,3p,,,,F,5O55L:01624:00488,23953889,NCI-RID
7,,13834239,3p,,,,F,G13FKHM01A6E1D,23953889,NCI-RID
7,ETV1,13969323,3p,2115,,R,R,G13FKHM01BDVT0,23953889,NCI-RID
7,DGKB,14747866,5p,1607,,R,F,RSHY_BN_248_001,23953889,NCI-RID
7,ANKMY2,16672417,3p,57037,,R,R,G13FKHM01BO8F9,23953889,NCI-RID
7,,17195093,3p,,,,R,5O55L:00356:01903,23953889,NCI-RID
7,AHR,17346865,3p,196,,F,R,5O55L:01094:01646,23953889,NCI-RID
7,AHR,17351641,3p,196,,F,R,5O55L:01573:02271,23953889,NCI-RID
7,AHR,17354017,3p,196,,F,R,5O55L:00170:00299,23953889,NCI-RID
